#--------------------------------------------------------------------------------
# DISCLAIMER: DATA CONTAINED IN THIS FILE HAS BEEN PREPARED IN THE CONTEXT OF A RESEARCH PROJECT. IT MAY NOT BE ACCURATE AND IS SUBJECT TO CHANGE.
# USE THIS DATA AT YOUR OWN RISK.
#--------------------------------------------------------------------------------
# Author : Julien Lerat, CSIRO Environment
# Reference : Lerat and Vaze (2025), When the impossible flood happens: how February 2022 redefines extreme floods in Australia. Communications Earth and Environment
# Version : 5
# Date : 2025-04-13 16:46:08.517509
# Source file : DATA_prepare_flood_data.py
#--------------------------------------------------------------------------------
# Description : Information on gauging stations
#--------------------------------------------------------------------------------
#
STATIONID,LONGITUDE[deg],LATITUDE[deg],CATCHMENTAREA[km2],STATE,NAME
410061,148.0685,-35.3323,144.0,NSW,Adelong Creek At Batlow Road
410062,149.35129,-36.18147,673.0,NSW,Numeralla River At Numeralla School
410067,149.398,-36.1596,220.0,NSW,Big Badja River At Numeralla (Goodwins)
410071,148.2503,-35.134,114.0,NSW,Brungle Creek At Red Hill
410081,149.1352,-36.2619,92.0,NSW,Cooma Creek At Cooma No.2 (The Grange)
410088,148.7327,-35.4192,427.0,NSW,Goodradigbee River At Brindabella (No.2&No.3-Cabbans)
410089,147.378,-35.6619,714.0,NSW,Billabong Creek At Garryowen
410091,146.7218,-35.6927,2650.0,NSW,Billabong Creek At Walbundrie
410092,148.3701,-34.616,901.0,NSW,Cunninghams Creek At Near Harden
410096,147.1564,-35.7837,150.0,NSW,Mountain Creek At Thomond North
410097,147.4441,-35.645,340.0,NSW,Billabong Creek At Aberfeldy
410106,148.19077,-35.48489,140.0,NSW,Gilmore Creek At Wybalena
410107,148.8323,-35.026,186.0,NSW,Mountain Creek At Mountain Creek
410114,148.3057,-35.2339,23.0,NSW,Killimcat Creek At Wyangle
410126,148.3013,-34.5383,171.0,NSW,Demondrille Creek At Wongabara
410141,149.15,-35.7037,190.0,NSW,Micaligo Creek At Michelago
410149,148.6745,-35.2139,30.0,NSW,Nottingham Creek At Nottingham Road Bridge
410152,148.111,-35.1362,9.0,NSW,Stony Creek At Edwardstown
410176,148.7931,-34.8633,1600.0,NSW,Yass River At U/S Burrinjuck Dam (Riverview)
410182,146.8462,-35.717,2455.0,NSW,Billabong Creek At Hillview
410183,146.8855,-35.6972,2440.0,NSW,Billabong Creek At Parkside
410186,147.185,-35.6855,1675.0,NSW,Billabong Creek Downstream Ten Mile & Mountain Creeks
410187,147.3464,-35.756,96.0,NSW,Ten Mile Creek At Holbrook No.3
410705,149.31322,-35.33561,505.0,NSW,Molonglo River At Burbong
410711,149.046,-35.59544,388.2,ACT,Gudgenby River at Naas
410713,148.9656,-35.3843,224.36534,ACT,Paddy's River at Riverlea
410730,148.82192,-35.58806,,NSW,Cotter River At Gingera
410731,149.0683,-35.5747,671.6351,ACT,Gudgenby River at Tennent
410733,148.88836,-35.33017,70.0,ACT,Condor at Threeways
410734,149.3498,-35.6138,516.0487,ACT,Queanbeyan River at Tinderry 
410736,148.98936,-35.66506,89.6,ACT,Orroral River at Xing
410781,149.30083,-35.52197,598.85,ACT,Q'beyan U/S Googong
411001,149.3947,-35.2736,16.0,NSW,Mill Post Creek At  Bungendore
411003,149.5434,-35.2551,65.0,NSW,Butmaroo Creek At Butmaroo
41200209,149.31594,-33.9565,,NSW,Abercrombie River At Abercrombie No.2
412027,149.02002,-34.1298,3700.0,NSW,Lachlan River At Reids Flat
412028,149.3251,-33.9547,2770.0,NSW,Abercrombie River At Abercrombie
412029,148.81132,-34.14253,1530.0,NSW,Boorowa River At Prossers Crossing
412030,148.44379,-33.37597,1630.0,NSW,Mandagery Creek Upstream Eugowra (Smithfield)
412050,149.16729,-34.3109,740.0,NSW,Crookwell River At Narrawa North
412063,149.2929,-34.7392,570.0,NSW,Lachlan River At Gunning
412065,149.09073,-34.39728,2240.0,NSW,Lachlan River At Narrawa
412066,149.59672,-34.1139,1630.0,NSW,Abercrombie River At Hadley No.2
412070,148.9791,-33.5148,71.9,NSW,Cadiangullong Creek At Panuara
412071,148.7906,-33.5087,132.0,NSW,Canomodine Creek At Canomodine
412080,149.0415,-33.5111,98.0,NSW,Flyers Creek At Beneree
412081,149.1865,-33.7981,145.0,NSW,Rocky Bridge Creek At Near Neville
412083,149.3317,-34.0179,321.0,NSW,Tuena Creek At Tuena
412084,149.1635,-34.5937,1040.0,NSW,Lachlan River At U/S Blakney Creek
412089,149.4609,-34.0665,142.0,NSW,Cooks Vale Creek At Peelwood
412090,148.7472,-33.2793,272.0,NSW,Boree Creek At Cudal No.2
412092,149.2057,-33.6616,132.0,NSW,Coombing Creek At Near Neville
412096,148.7929,-34.4443,332.0,NSW,Pudmans Creek At Kennys Creek Road
412110,149.6254,-34.2998,171.0,NSW,Bolong River At U/S Giddigang Creek
412175,148.87261,-34.00368,,NSW,Hovells Creek At Hovells Creek No.2
415206,142.86009,-36.95391,1357.0,VIC,Wimmera River @ Glynwylln
415207,143.18463,-37.18504,304.0,VIC,Wimmera River @ Eversley
415217,142.53575,-37.25086,,VIC,Fyans Creek At Grampians Road
415241,142.37277,-36.62116,,VIC,Yarriambiack Creek At Murtoa (Wimmera Highway)
415244,143.18596,-37.25341,6.0,VIC,Shepherds Creek @ Warrak
415245,143.0936,-37.16487,144.0,VIC,Mount Cole Creek @ Crowlands
415252,142.6265,-37.09651,628.0,VIC,Mount William Creek @ Mokepilly
416020,150.7592,-29.2324,402.0,NSW,Ottleys Creek At Coolatai
416022,151.7038,-29.5128,1100.0,NSW,Severn River At Fladbury
416023,151.9245,-29.2913,505.0,NSW,Deepwater River At Bolivia
416036,150.8849,-28.7156,399.0,NSW,Campbells Creek At Near Beebo
416039,151.4646,-29.4562,1790.0,NSW,Severn River At Strathbogie
416204,150.10133,-28.15561,4423.0,QLD,Weir River At Gunn Bridge
416303,151.52111,-28.81334,950.0,QLD,Pike Creek At Clearview
416304,151.99082,-28.74063,70.0,QLD,Quart Pot Creek At Upper Eukey
416319,151.91872,-28.65443,230.0,QLD,Quart Pot Creek At Stanthorpe
416404,151.27917,-28.48536,,QLD,Bracker Creek At Terraine
416410,151.46306,-28.43723,,QLD,Macintyre Brook At Barongarook
418008,151.06506,-30.17076,3990.0,NSW,Gwydir River At Bundarra
418014,151.3637,-30.46741,855.0,NSW,Gwydir River At Yarrowyck
418016,150.5469,-29.548,544.0,NSW,Warialda Creek At Warialda No.3
418017,150.58413,-29.79711,842.0,NSW,Myall Creek At Molroy
418021,151.18789,-30.22873,311.0,NSW,Laura Creek At Laura
418024,151.1467,-30.479,487.0,NSW,Roumalla Creek At Kingstown
418033,151.026,-30.2094,173.0,NSW,Bakers Creek At Bundarra
419005,150.77847,-30.67862,2510.0,NSW,Namoi River At North Cuerindi
419010,151.34717,-30.96569,829.0,NSW,Macdonald River At Woolbrook
419016,151.12621,-31.06036,907.0,NSW,Cockburn River At Mulla Crossing
419028,151.1097,-30.6264,1760.0,NSW,Macdonald River At Retreat
419029,150.827,-30.7039,357.0,NSW,Halls Creek At Ukolan
419033,149.88518,-31.34783,1450.0,NSW,Coxs Creek At Tambar Springs
419035,150.91514,-31.27082,459.0,NSW,Goonoo Goonoo Creek At Timbumburi
419047,150.7276,-30.4082,581.0,NSW,Ironbark Creek At Woodsreef
419052,149.9023,-31.0993,2370.0,NSW,Coxs Creek At Mullaley
419053,150.64987,-30.42131,791.0,NSW,Manilla River At Black Springs
419054,151.17018,-31.03749,391.0,NSW,Swamp Oak Creek At Limbri
419055,151.1472,-31.1101,254.0,NSW,Mulla Creek At Goldcliff
419081,151.1354,-31.4307,280.0,NSW,Peel River At Taroona
419086,149.98299,-31.57047,,NSW,Bundella Creek At Bundella
419099,151.05575,-31.06338,,NSW,Cockburn River At Kootingal
419106,150.62023,-31.46602,,NSW,Quirindi Creek At Dury Bridge
420003,149.20312,-31.38533,133.0,NSW,Belar Creek At Warkton (Blackburns)
420004,149.11734,-31.81948,3600.0,NSW,Castlereagh River At Mendooran
420007,149.35172,-31.52329,1590.0,NSW,Castlereagh River At Binnaway
420010,148.8684,-31.6651,452.0,NSW,Wallumburrawang Creek At Bearbung
420017,149.3105,-31.41996,1166.0,NSW,Castlereagh River At Hidden Valley
420022,149.27039,-31.26994,,NSW,Castlereagh River At Coonabarabran No 3
421018,148.94918,-32.67844,1620.0,NSW,Bell River At Neurea
421025,149.43,-33.1372,4580.0,NSW,Macquarie River At Bruinbun
421026,149.69016,-33.08027,883.0,NSW,Turon River At Sofala
421034,149.9122,-33.6713,15.0,NSW,Slippery Creek At Dam Site
421035,149.8979,-33.56476,570.0,NSW,Fish River At U/S Tarana Road Bridge
421036,149.9376,-33.7518,112.0,NSW,Duckmaloi River At Below Dam Site
421048,148.55218,-32.70573,612.0,NSW,Little River At Obley No.2
421050,148.9509,-33.0309,365.0,NSW,Bell River At Molong
421083,147.61887,-32.27535,5440.0,NSW,Bogan River At Dandaloo
421101,149.6979,-33.6112,950.0,NSW,Campbells River At U/S Ben Chifley Dam
421107,147.17105,-30.40324,,NSW,Marra Creek At Billybingbone Bridge
421125,148.7834,-32.1532,91.0,NSW,Jones Creek At Tara
421156,149.0429,-32.6984,7.5,NSW,Bonada Creek At Mumbil
421184,150.02273,-32.78509,,NSW,Cudgegong River At Upstream Rylstone
421185,149.15277,-33.30305,,NSW,Summer Hill Creek At Icely Road
421188,149.92899,-33.75323,,NSW,Duckmaloi River At Weir Spillway
421191,149.49034,-33.15756,,NSW,Macquarie River At Yarracoona
421192,149.26809,-33.01568,,NSW,Macquarie River Downstream Long Point
421197,149.13777,-33.21194,,NSW,Summer Hill Creek At 3Rd Crossing Bridge
422301,152.3422,-28.32341,85.0,QLD,Condamine River At Long Crossing
422304,152.1622,-28.37202,275.0,QLD,Condamine River At Elbow Valley
422307,151.90806,-27.9025,334.0,QLD,Kings Creek At Kings Creek
422313,152.22722,-28.22889,148.0,QLD,Emu Creek At Emu Vale
422317,151.96131,-28.11761,474.0,QLD,Glengallan Creek At Rocky Ridge
422334,151.86042,-27.92672,516.0,QLD,Kings Creek At Aides Bridge
422341,152.31423,-28.33224,92.0,QLD,Condamine River @ Brosnans Barn
422394,152.14154,-28.37139,325.0,QLD,Condamine River At Elbow Valley
422407,147.87008,-25.92517,,QLD,Maranoa River At Forestvale
423205,146.09669,-26.48893,14671.0,QLD,Ward River At Binnowee
424202,145.3472,-26.8035,1819.0,QLD,Paroo River At Yarronvale
425016,145.81068,-31.46357,15.0,NSW,Box Creek At Cobar
450-1,146.13055,-41.61067,,TAS,FORTH RIVER A/B LEMONTHYME
473-1,145.95094,-43.14064,689.0,TAS,DAVEY RIVER DS CROSSING RIVER
499-1,146.70946,-42.70607,,TAS,TYENNA RIVER AT NEWBURY ROAD
524-1,146.23116,-41.27407,,TAS,WILMOT RIVER A/B FORTH
567069,150.86196,-33.78888,,NSW,Eastern Creek D/S Great Western Hwy (Bom)
601008,121.9225,-33.76458,318.92,WA,Coramup Creek - Myrup Rd
602001,118.66414,-34.33557,3926.44,WA,Pallinup River - Bull Crossing
602004,117.99998,-34.88609,2179.84,WA,Kalgan River - Stevens Farm
602014,117.87486,-34.93211,155.6,WA,King River - Billa Boya Reserve
602015,117.88293,-34.9303,177.78,WA,Mill Brook - Warren Rd
602031,118.32926,-34.88508,238.32,WA,Waychinicup River - Cheynes Beach Rd
602199,118.07966,-34.94722,49.2,WA,Goodga River - Black Cat
603002,117.27171,-34.84783,443.83,WA,Denmark River - Lindesay Gorge
603004,117.47832,-34.91083,1210.61,WA,Hay River - Sunny Glen
603005,117.39288,-34.82755,51.35,WA,Mitchell River - Beigpiegup
603007,117.50318,-34.9583,75.67,WA,Sleeman River - Sleeman Rd Bridge
603013,117.49129,-35.00358,61.11,WA,Cuppup River - Eden Rd
603020,117.33014,-34.99246,31.7,WA,Little River - Ocean Beach Rd
603021,117.36151,-34.9462,663.23,WA,Denmark River - Denmark Ag College
603023,117.34783,-34.93253,64.74,WA,Scotsdale Brook - Pipehead
603024,117.77647,-35.0108,27.91,WA,Seven Mile Creek - Wonton Hills Farm Rd
603136,117.31499,-34.86666,502.4,WA,Denmark River - Mt Lindesay
603177,117.22588,-34.6865,75.39,WA,Perillup Brook - Perillup Brook
603190,117.29212,-34.70374,56.32,WA,Yate Flat Creek - Woonanup
604001,117.03534,-34.62268,1069.93,WA,Kent River - Rocky Glen
604002,117.20029,-34.50691,738.08,WA,Kent River - Perillup Rd
604053,117.08743,-34.88883,1806.04,WA,Kent River - Styx Junction
605012,116.78853,-34.90617,4508.89,WA,Frankland River - Mount Frankland
606001,116.61578,-34.76681,467.8,WA,Deep River - Teds Pool
606002,116.52371,-34.68885,24.24,WA,Weld River - Wattle Block
606185,116.37624,-34.76369,407.64,WA,Shannon River - Dog Pool
606195,116.57525,-34.80692,250.15,WA,Weld River - Ordnance Rd Crossing
606218,116.18778,-34.74868,392.44,WA,Gardner River - Baldania Ck Conflu
607003,116.27774,-34.36939,2821.12,WA,Warren River - Wheatley Farm
607007,116.67896,-34.25025,983.13,WA,Tone River - Bullilup
607009,116.02407,-34.43932,253.65,WA,Lefroy Brook - Pemberton Weir
607010,116.32859,-34.48389,2.94,WA,Six Mile Brook Tributary - March Rd Catchment E
607013,116.01604,-34.42753,249.38,WA,Lefroy Brook - Rainbow Trail
607014,115.99849,-34.30204,13.11,WA,Four Mile Brook - Netic Road
607020,116.213,-34.37214,100.72,WA,Smiths Brook - Picketts Pond
607022,116.02964,-34.47498,344.6,WA,Lefroy Brook - Cascades
607024,116.74191,-34.12665,82.67,WA,Chowerup Brook - Stretchs Tree Farm
607027,116.89135,-34.01129,232.16,WA,Tone River - Hillier Rd
607032,116.06664,-34.287,,WA,Upper Lefroy - Archies Oven Gully
607038,116.06195,-34.45138,,WA,East Brook - Burma Rd
607144,116.3475,-34.34859,460.53,WA,Wilgarup River - Quintarrup
607145,116.40825,-34.36874,698.21,WA,Perup River - Deeside
607155,115.97229,-34.57867,118.54,WA,Dombakup Brook - Malimup Track
607220,115.89945,-34.52168,3933.67,WA,Warren River - Barker Rd Crossing
608001,115.76895,-34.20842,159.14,WA,Barlee Brook - Upper Iffley
608002,115.8435,-34.39221,30.29,WA,Carey Brook - Staircase Rd
608007,115.94456,-34.26985,24.84,WA,Record Brook - Boundary Road
608020,115.98067,-34.13745,,WA,Manjimup Brook - Manji Bk Outflow
608148,115.77135,-34.20626,158.92,WA,Barlee Brook - Dickson Tower Road
608151,115.78461,-34.32716,782.13,WA,Donnelly River - Strickland
608171,115.79618,-34.45244,62.86,WA,Fly Brook - Boat Landing Road
609001,115.46841,-34.00349,89.18,WA,Rosa Brook - Crouch Road
609003,115.66089,-33.90158,161.61,WA,St Paul Brook - Cambray
609004,115.57855,-33.83257,26.04,WA,St Paul Brook - Dido Road
609005,117.14225,-33.90745,82.43,WA,Balgarup River - Mandelup Pool
609006,117.21092,-33.94611,13.29,WA,Weenup Creek - Balgarup
609008,115.62791,-33.79931,27.55,WA,Apostle Brook - Millbrook
609016,116.09766,-33.91818,176.55,WA,Hester Brook - Hester Hill
609018,115.69146,-33.94348,552.26,WA,St John Brook - Barrabup Pool
609022,115.20044,-34.08872,180.02,WA,Chapman Brook - White Elephant
609023,115.15323,-34.08343,45.17,WA,Chapman Brook - Forest Grove
609028,116.42806,-33.93188,368.43,WA,Gnowergerup Brook - Jayes Rd
609041,115.51961,-34.10467,,WA,Blackwood River - Gingilup
609045,115.45213,-34.06307,,WA,Blackwood River - Rosa Campsite
609053,115.57002,-34.1233,,WA,Milyeannup Brook - Blackwood Road
610001,115.05489,-33.94219,443.0,WA,Margaret River - Willmots Farm
610003,115.32955,-33.7555,47.66,WA,Vasse River - Chapman Hill
610006,115.02203,-33.79604,82.26,WA,Wilyabrup Brook - Woodlands
610007,115.69627,-33.74477,9.5,WA,Ludlow River - Claymore
610008,115.44361,-33.80659,15.52,WA,Margaret River North - Whicher Range
610009,115.4904,-33.60201,207.82,WA,Ludlow River - Ludlow
610010,115.56666,-33.55287,394.72,WA,Capel River - Capel Railway Bridge
610015,115.19488,-33.681,159.39,WA,Carbunup - Lennox Vineyard
610028,115.04905,-33.82414,43.62,WA,Wilyabrup Brook - Juniper
610046,115.04902,-34.00999,,WA,Boodjidup Brook - Boodj Esy
610219,115.70408,-33.64888,315.12,WA,Capel River - Yates Bridge
611004,115.73402,-33.47901,808.35,WA,Preston River - Boyanup Bridge
611007,115.7032,-33.3537,144.9,WA,Ferguson River - Sw Hwy Ferguson
611026,115.79285,-33.39361,,WA,Ferguson River - Dowdells Rd Bridge
611049,115.87786,-33.56104,597.52,WA,Preston River - Beelerup
611111,115.9476,-33.62839,102.1,WA,Thomson Brook - Woodperry Homestead
611138,115.79401,-33.39573,112.62,WA,Ferguson River - Upstream Dowdells Rd
612001,116.26322,-33.33024,1345.25,WA,Collie River East - Coolangatta Farm
612004,116.05026,-33.31084,32.28,WA,Hamilton River - Worsley
612005,115.94246,-33.36905,12.87,WA,Stones Brook - Mast View
612014,116.27558,-33.27764,366.11,WA,Bingham River - Palmer
612016,116.57446,-33.3151,16.77,WA,Batalling Creek - Maxon Farm
612019,116.01635,-33.46075,37.54,WA,Bussell Brook - Duces Farm
612021,116.47002,-33.19464,48.35,WA,Bingham River - Stenwood
612022,115.92194,-33.2196,116.17,WA,Brunswick River - Sandalwood
612023,115.93235,-33.2463,56.29,WA,Lunenburgh River - Silver Springs
612025,116.42582,-33.45567,169.96,WA,Camballan Creek - James Well
612026,116.53633,-33.517,12.91,WA,Mairdebing Creek - Maringee
612032,115.74866,-33.25378,509.4,WA,Brunswick River - Cross Farm
612038,116.32053,-33.39234,793.45,WA,Collie River - Buckingham Mill
612152,115.87337,-33.24127,225.42,WA,Brunswick River - Olive Hill
612230,116.57952,-33.3811,170.55,WA,Collie River East Trib - James Crossing
613002,116.03896,-33.08707,147.21,WA,Harvey River - Dingo Rd
613007,115.94828,-32.94563,13.57,WA,Bancell Brook - Waterous
613013,115.96161,-32.9489,12.5,WA,Bancell Brook - Wagerup
613018,115.96512,-32.89406,24.42,WA,Mcknoes Brook - Urquharts
613146,115.92197,-32.99772,17.11,WA,Clarke Brook - Hillview Farm
613212,115.90668,-33.10898,55.78,WA,Wellesley Creek - Frys Valley
614003,115.97087,-32.70272,45.57,WA,Marrinup Brook - Brookdale Siding
614005,116.00278,-32.42398,35.14,WA,Dirk Brook - Kentish Farm
614006,116.08432,-32.77216,6757.61,WA,Murray River - Baden Powell
614028,115.91181,-32.42584,63.85,WA,Dirk Brook - Hopelands Road
614031,116.1569,-32.37531,55.36,WA,39 Mile Brook - Jack Rocks
614036,116.06292,-32.53792,79.74,WA,North Dandalup River - North Rd
614037,116.19024,-32.51129,149.44,WA,Big Brook - Oneil Rd
614044,116.15512,-32.81139,73.54,WA,Yarragil Brook - Yarragil Formation
614047,116.09997,-32.75559,65.69,WA,Davis Brook - Murray Valley Plntn
614061,116.33115,-32.74639,74.57,WA,Thirty Four Mile Brook - Hedges
614073,116.03597,-32.34693,51.54,WA,Gooralong Brook - Mundlimup
614093,116.21749,-32.5483,45.54,WA,Big Brook - Jayrup
614105,116.90486,-32.66175,1306.37,WA,Hotham River - Pumphreys Bridge
614125,116.61801,-32.82663,,WA,Crossman River - Rivendale
614196,116.42856,-32.99447,1408.32,WA,Williams River - Saddleback Rd Bridge
614224,116.3979,-32.8654,3967.13,WA,Hotham River - Marradong Rd Bridge
615027,116.8357,-32.11684,2007.1,WA,Dale River - Waterhatch Bridge
615063,117.18385,-32.28361,,WA,Avon River - Boyagarra Rd
615222,116.83136,-32.39741,285.96,WA,Dale River South - Brookton Highway
616001,116.11643,-31.73371,514.66,WA,Wooroloo Brook - Karls Ranch
616005,116.23823,-31.76942,291.8,WA,Wooroloo Brook - Noble Falls (AL03)
616007,116.21417,-31.9589,39.2,WA,Rushy Creek (Manns Gully) - Byfield Road (HR06)
616014,116.07509,-31.9521,55.24,WA,Piesse Brook - Furfaros Orchard
616021,116.09055,-32.25084,7.21,WA,Seldom Seen Creek - Travellers Arms
616040,116.11342,-31.8166,23.07,WA,Susannah Brook - Gilmours Farm
616041,116.11245,-32.24791,80.84,WA,Wungong Brook - Vardi Rd
616065,116.17141,-32.22989,520.59,WA,Canning River - Glen Eagle
616088,116.014,-31.86269,138.09,WA,Jane Brook - Sweeting Bridge Gt Nth Hwy Middle Swan
616178,116.0948,-31.88395,73.41,WA,Jane Brook - National Park
616179,116.12721,-31.64167,1503.57,WA,Brockman River - Glen Darran
616189,116.02484,-31.75106,581.45,WA,Ellen Brook - Almeria Pde Upper Swan
617001,115.81896,-30.98234,9828.79,WA,Moore River - Quinns Ford
617003,115.62697,-31.31936,1370.68,WA,Gingin Brook - Bookine Bookine
617009,116.12047,-31.01597,1513.27,WA,Moore River East Branch - Woury Pool
617010,116.0041,-30.63774,1876.93,WA,Moore River North - Moora Caravan Park
617015,115.59399,-31.26469,10497.99,WA,Moore River - Waterville Rd
617058,115.91762,-31.3446,105.8,WA,Gingin Brook - Gingin
617165,115.91583,-31.37792,59.05,WA,Lennard Brook - Molecap Hill
635-1,146.92786,-43.00017,2098.0,TAS,HUON RIVER AT JUDBURY
701005,115.29005,-29.61863,809.75,WA,Arrowsmith River - Robb Crossing
701006,114.61965,-28.64306,33.9,WA,Buller River - Buller
701007,114.67082,-28.7635,1578.51,WA,Chapman River - Utakarra
701009,115.03343,-29.23602,5264.08,WA,Irwin River - Mountain Bridge
701010,114.37924,-28.21838,1078.43,WA,Hutt River - Yerina
704004,113.76069,-24.759,,WA,Yandoo Creek Scheme - South
707005,115.59452,-22.02259,2326.41,WA,Cane River - Toolunga
708002,116.91683,-21.55606,14629.47,WA,Fortescue River - Gregory Gorge
708003,116.15563,-21.33306,18371.46,WA,Fortescue River - Jimbegnyinoo Pool
710003,119.24903,-20.31141,50006.99,WA,De Grey River - Coolenar Pool
710204,119.71461,-21.19256,3735.8,WA,Coongan River - Marble Bar
710229,119.31729,-21.09426,6500.53,WA,Shaw River - North Pole Mine
802004,124.79609,-17.93846,721.8,WA,Mt Wynne Creek - Ellendale
802006,124.83974,-18.50843,61539.82,WA,Fitzroy River - Noonkanbah
802055,125.57945,-18.21033,46132.66,WA,Fitzroy River - Fitzroy Crossing
802137,126.02784,-17.67216,17151.72,WA,Fitzroy River - Dimond Gorge
802156,126.29894,-18.25882,12421.06,WA,Margaret River - Margaret Gorge
802198,126.59349,-18.44973,7645.56,WA,Margaret River - Me No Savvy
802202,126.31062,-18.01518,5115.45,WA,Leopold River - Mt Winifred
802203,126.13251,-18.33548,18727.69,WA,Margaret River - Mt Krauss
802231,126.23797,-18.90087,3421.17,WA,Christmas Creek - Bohemia Downs
803002,125.22652,-17.16609,441.39,WA,Lennard River - Mt Herbert
804002,125.05934,-16.39177,3984.62,WA,Charnley River - Panta Downs
806001,125.7386,-14.94842,1575.51,WA,Mitchell River - Map Hill
806005,126.49879,-14.80611,1328.22,WA,Morgan River - Moondoalnee (Theda)
806006,126.20927,-14.79375,1622.21,WA,King Edward River - Mt Reid
807001,126.99417,-14.66185,13752.96,WA,Drysdale River - Solea Fall Horseshoe
808001,127.17867,-16.31649,4088.17,WA,Durack River - NettopusPoolKarunjie
809304,128.21667,-16.69458,2788.8,WA,Wilson River - Bow Hill
809310,127.60006,-17.42587,552.18,WA,Ord River - Bedford Downs
809311,128.93773,-17.36769,195.82,WA,Kelly Creek - New Ord Homestead
809312,128.0567,-17.27834,30.58,WA,Fletcher Creek Trib - Frog Hollow
809314,128.12027,-15.70168,850.31,WA,King River - Cockburn North
809315,129.09239,-17.17677,7405.74,WA,Negri River Mistake Creek - Homestead
809316,128.85461,-17.37262,19513.14,WA,Ord River - Old Ord Homestead
809317,127.76868,-18.39386,456.82,WA,Black Elvire R Trib - Koongie Park
809321,128.29833,-16.18596,1631.54,WA,Dunham River - Dunham Gorge
809322,128.09412,-16.64807,2528.43,WA,Wilson River - Odonnell Range
809340,128.60459,-15.83492,3636.28,WA,Dunham River - Flying Fox Hole
912107,138.26539,-17.88264,13887.0,QLD,Nicholson River At Connollys Hole
913005,139.51869,-20.33988,305.0,QLD,Paroo Creek At Damsite
913009,139.6498,-20.69182,248.0,QLD,Gorge Creek At Flinders Highway
915003,140.8582,-18.16167,106263.0,QLD,Flinders River At Walkers Bend
915004,144.18532,-20.83069,2519.0,QLD,Flinders River At Hughenden
915013,144.52677,-20.71049,1958.0,QLD,Flinders River At Glendower
915203,140.49836,-20.68117,5972.0,QLD,Cloncurry River At Hensley Drive
915209,140.31897,-20.44766,1587.0,QLD,Corella River At Main Road
916001,141.12873,-17.86002,39364.0,QLD,Norman River At Glenore Weir
917002,143.60425,-18.78481,1019.0,QLD,Robertson River At Robin Hood
917004,143.69453,-19.26931,1892.0,QLD,Gilbert River At Gilberton
917106,144.09585,-18.50016,8244.0,QLD,Einasleigh River At Einasleigh
917107,144.30648,-18.13356,651.0,QLD,Elizabeth Creek At Mount Surprise
919001,145.19228,-16.567,88.0,QLD,Mary Creek At Mary Farms
919002,144.44347,-17.82453,1278.0,QLD,Lynd River At Lyndbrook
919003,144.28935,-16.47083,7724.0,QLD,Mitchell River At O.K. Bridge
919005,145.22862,-16.67908,366.0,QLD,Rifle Creek At Font Hill
919006,143.8205,-17.43514,4586.0,QLD,Lynd River At Torwood
919011,143.67724,-16.53454,20315.0,QLD,Mitchell River At Gamboola
919014,144.88967,-16.56305,2573.5,QLD,Mitchell River At Cooktown Crossing
919201,144.77766,-16.1076,533.0,QLD,Palmer River At Goldfields
919205,144.28897,-16.01306,420.0,QLD,North Palmer River At 4.8 Km
919310,144.2887,-16.9823,4927.0,QLD,Walsh River At Rookwood
919311,144.89909,-17.18124,2792.0,QLD,Walsh River At Flatrock
920003,141.80856,-15.13689,4927.0,QLD,Coleman River At Baas Yards
922001,142.92074,-13.41759,2928.0,QLD,Archer River At Telegraph Crossing
923001,142.0526,-13.12796,1001.0,QLD,Watson River At Jackin Creek
924001,142.17594,-12.816,363.0,QLD,Embley River At Kurracoo Creek
924101,142.24817,-12.60908,544.0,QLD,Mission River At York Downs
925002,142.94208,-13.09656,718.0,QLD,Wenlock River At Wenlock
925003,142.30469,-12.40903,5609.0,QLD,Wenlock River At Jacks Camp
926002,142.42198,-11.83268,332.0,QLD,Dulhunty River At Dougs Pad
926003,142.50744,-11.82578,142.0,QLD,Bertie Creek At Swordgrass Swamp
927001,142.35262,-11.14895,2421.0,QLD,Jardine River At Monument
A2390519,140.776,-37.094,1215.0,SA,MOSQUITO CREEK @ Struan
A4260504,138.6735,-35.3236,192.5,SA,Finniss River 4km East of Yundi
A4260530,138.6921,-35.4438,57.0797,SA,Currency Creek near Higgins
A4260533,139.0063,-35.2087,492.4789,SA,Bremer River near Hartley
A4260536,139.0841,-33.8426,541.4,SA,Burra Creek at Worlds End
A4260558,138.9503,-35.0403,41.4,SA,Dawesley Creek at Dawesley
A4261099,138.75496,-35.45362,,SA,Currency Creek near Peel Road Cemetery
A5010503,138.5799,-35.5442,164.3,SA,Inman River us Victor Harbor Sewage Treatment Works
A5031001,138.7912,-35.0223,227.3,SA,Onkaparinga River upstream Hahndorf Dissipater
A5040512,139.0286,-34.7863,26.1,SA,Torrens River at Mount Pleasant
A5040521,138.622,-35.0539,9.8,SA,Chambers Creek at Coromandel Valley
A5050502,138.8752,-34.5739,375.9,SA,North Para River at Yaldara
A5050504,138.7725,-34.5616,701.1,SA,North Para River at Turretfield
A5050512,138.921,-34.3645,950.2,SA,Light River at Kapunda
A5050517,139.0584,-34.4632,117.3,SA,North Para River at Penrice
A5050522,138.8897,-34.6734,20.0,SA,Victoria Creek at Williamstown
A5050532,138.9737,-34.3568,837.9,SA,Light River at Mingays Waterhole
